,NCT_ID,Title,Drugs
96,NCT04563338,An Exploratory Evaluation of the Evolution of the Tumor Immune Microenvironment in Hepatocellular Carcinoma and Non-Small Cell Lung Cancer With Liver Metastases Treated With Atezolizumab and Bevacizumab (INTEGRATE),"['Atezolizumab', 'Bevacizumab']"
97,NCT04017455,Neoadjuvant Treatment in Rectal Cancer With Radiotherapy Followed by Atezolizumab and Bevacizumab (TARZAN),"['Atezolizumab', 'Bevacizumab']"
98,NCT03272217,A Phase II Trial of Atezolizumab and Bevacizumab in Cisplatin-ineligible Patients With Advanced/Unresectable Urothelial Cancer,"['Atezolizumab', 'Bevacizumab']"
99,NCT04245085,"A Randomised Non-comparative Open Label Phase II Trial of Atezolizumab Plus Bevacizumab, With Carboplatin-paclitaxel or Pemetrexed, in EGFR-mutant Non-small Cell Lung Carcinoma With Acquired Resistance","['Atezolizumab', 'Bevacizumab', 'Carboplatin', 'Paclitaxel', 'Pemetrexed']"
100,NCT03556839,"A Randomized Phase III Trial of Platinum Chemotherapy Plus Paclitaxel With Bevacizumab and Atezolizumab Versus Platinum Chemotherapy Plus Paclitaxel and Bevacizumab in Metastatic (Stage IVB), Persistent, or Recurrent Carcinoma of the Cervix","['Atezolizumab', 'Bevacizumab', 'Cisplatin/Carboplatin', 'Paclitaxel']"
101,NCT02876224,"A Phase Ib Open-Label Study Evaluating the Safety, Tolerability and Pharmacokinetics of Cobimetinib in Combination With Bevacizumab and Immunotherapy When Administered in Patients With Gastrointestinal and Other Tumors","['Atezolizumab', 'Bevacizumab', 'Cobimetinib']"
102,NCT02174172,"A Phase Ib Study of The Safety And Pharmacology of Atezolizumab (Anti-Pd-L1 Antibody) Administered With Ipilimumab, Interferon-Alpha, or Other Immune-Modulating Therapies in Patients With Locally Advanced or Metastatic Solid Tumors","['Atezolizumab', 'Bevacizumab', 'Interferon alfa-2b', 'Ipilimumab', 'Obinutuzumab', 'PEG-interferon alfa-2a']"
103,NCT03698461,Comparative Analysis of Immune Profile Following Neoadjuvant Chemotherapy in Colorectal Liver Metastases (CRLM): A Prospective Pilot Clinical Trial,"['Atezolizumab', 'Bevacizumab', 'Oxaliplatin', 'Levoleucovorin', '5-FU']"
104,NCT03063762,"An Open-Label, Multi-Center, Randomized, Dose-Escalation, Phase 1b Study to Evaluate Safety, Pharmacokinetics and Therapeutic Activity of RO6874281 in Combination With Atezolizumab ± Bevacizumab in Patients With Unresectable Advanced and/or Metastatic Renal Cell Carcinoma","['Atezolizumab', 'Bevacizumab', 'RO6874281']"
105,NCT03434379,"A Phase III, Open-Label, Randomized Study of Atezolizumab in Combination With Bevacizumab Compared With Sorafenib in Patients With Untreated Locally Advanced or Metastatic Hepatocellular Carcinoma","['Atezolizumab', 'Bevacizumab', 'Sorafenib']"
106,NCT04524871,"A Phase Ib/II, Open-Label, Multicenter, Randomized Umbrella Study Evaluating the Efficacy and Safety of Multiple Immunotherapy-Based Treatment Combinations in Patients With Advanced Liver Cancers (Morpheus-Liver)","['Atezolizumab', 'Bevacizumab', 'Tiragolumab', 'Tocilizumab', 'TPST-1120', 'RO7247669 2100 mg', 'Bevacizumab', 'RO7247669 600 mg', 'RO7247669 1200 mg dose']"
107,NCT04677504,"A Phase II, Randomized, Double-Blind Placebo-Controlled Study of Atezolizumab With or Without Bevacizumab in Combination With Cisplatin Plus Gemcitabine in Patients With Untreated, Advanced Biliary Tract Cancer","['Atezolizumab', 'Bevacizumab', 'Cisplatin', 'Gemcitabine']"
108,NCT04338269,"A Phase III, Multicenter, Randomized, Open-Label Study to Evaluate the Efficacy and Safety of Atezolizumab Given in Combination With Cabozantinib Versus Cabozantinib Alone in Patients With Inoperable, Locally Advanced, or Metastatic Renal Cell Carcinoma Who Experienced Radiographic Tumor Progression During or After Immune Checkpoint Inhibitor Treatment","['Atezolizumab', 'Cabozantinib']"
109,NCT03448835,"Neoadjuvant Capecitabine, Oxaliplatin, Docetaxel and Atezolizumab in Non-metastatic, Resectable Gastric and GE-junction Cancer: The PANDA Trial","['Atezolizumab', 'Capecitabine', 'Oxaliplatin', 'Docetaxel']"
110,NCT05251948,"A Phase Ib/II, Open-Label, Multicenter, Randomized Umbrella Study Evaluating the Efficacy and Safety of Multiple Treatment Combinations in Patients With Gastric or Gastroesophageal Junction Carcinoma (MORPHEUS C-Gastric and Gastroesophageal Junction Carcinoma)","['Atezolizumab', 'Capecitabine', 'Oxaliplatin', 'Tiragolumab']"
111,NCT02409355,"A Phase III, Open-Label, Randomized Study of Atezolizumab (Anti-PD-L1 Antibody) Compared With Gemcitabine+Cisplatin or Carboplatin for PD-L1-Selected, Chemotherapy Naive Patients With Stage IV Squamous Non-Small Cell Lung Cancer","['Atezolizumab', 'Carboplatin', 'Cisplatin', 'Gemcitabine']"
112,NCT02657434,"A Phase III, Open-Label, Randomized Study of Atezolizumab (MPDL3280A, Anti-Pd-L1 Antibody) in Combination With Carboplatin or Cisplatin + Pemetrexed Compared With Carboplatin or Cisplatin + Pemetrexed in Patients Who Are Chemotherapy-Naive and Have Stage IV Non-Squamous Non-Small Cell Lung Cancer","['Atezolizumab', 'Carboplatin', 'Cisplatin', 'Pemetrexed']"
113,NCT04028050,"A Phase IIIB, Single Arm, Multicenter Study of Atezolizumab (Tecentriq) in Combination With Carboplatin Plus Etoposide to Investigate Safety and Efficacy in Patients With Untreated Extensive-Stage Small Cell Lung Cancer - MAURIS","['Atezolizumab', 'Carboplatin', 'Etoposide']"
114,NCT02807636,"A Phase III, Multicenter, Randomized, Placebo-Controlled Study of Atezolizumab (Anti-PD-L1 Antibody) as Monotherapy and in Combination With Platinum-Based Chemotherapy in Patients With Untreated Locally Advanced or Metastatic Urothelial Carcinoma","['Atezolizumab', 'Carboplatin', 'Gemcitabine', 'Cisplatin']"
115,NCT02350673,"A Phase 1b, Open-Label, Multi-Center, Dose Escalation Study of the Safety, Pharmacokinetics, and Therapeutic Activity of Cergutuzumab Amunaleukin, an Immunocytokine, Which Consists of a Variant of Interleukin 2 (IL 2v), That Targets Carcinoembryonic Antigen (CEA), and Atezolizumab, an Antibody That Targets Programmed Death-Ligand 1 (PD-L1), Administered Intravenously, in Patients With Locally Advanced and/or Metastatic Solid Tumors","['Atezolizumab', 'Cergutuzumab Amunaleukin']"
116,NCT04622228,"Phase II, Single-Arm Study of Low-Dose Radiotherapy (LDRT) Concurrent Cisplatin/Carboplatin Plus Etoposide With Atezolizumab for Patients With Extensive-Stage Small Cell Lung Cancer","['Atezolizumab', 'Cisplatin', 'Carboplatin', 'Etoposide']"
117,NCT02486718,"A Phase III, Open-Label, Randomized Study to Investigate the Efficacy and Safety of Atezolizumab (Anti-PD-L1 Antibody) Compared With Best Supportive Care Following Adjuvant Cisplatin-Based Chemotherapy in Patients With Completely Resected Stage IB-IIIA Non-Small Cell Lung Cancer","['Atezolizumab', 'Cisplatin', 'Vinorelbine', 'Docetaxel', 'Gemcitabine', 'Pemetrexed']"
118,NCT01988896,A Phase Ib Study of the Safety and Pharmacology of Atezolizumab Administered With Cobimetinib in Patients With Locally Advanced or Metastatic Solid Tumors,"['Atezolizumab', 'Cobimetinib']"
119,NCT03395899,"A Phase II Study Investigating Preoperative Combination Strategies for Immunotherapy in Patients With Untreated, Operable ER+, HER2-negative Primary Breast Cancer","['Atezolizumab', 'Cobimetinib', 'Ipatasertib', 'Bevacizumab']"
120,NCT03337698,"A Phase Ib/II, Open-Label, Multicenter, Randomized Umbrella Study Evaluating The Efficacy And Safety Of Multiple Immunotherapy-Based Treatment Combinations In Patients With Metastatic Non-Small Cell Lung Cancer (Morpheus-Lung)","['Atezolizumab', 'Cobimetinib', 'RO6958688', 'Docetaxel', 'CPI-444', 'Pemetrexed', 'Carboplatin', 'Gemcitabine', 'Linagliptin', 'Tocilizumab', 'Ipatasertib', 'Bevacizumab', 'Sacituzumab Govitecan', 'Evolocumab']"
121,NCT02008227,"A Phase III, Open-Label, Multicenter, Randomized Study to Investigate the Efficacy and Safety of Atezolizumab (Anti-PD-L1 Antibody) Compared With Docetaxel in Patients With Non-Small Cell Lung Cancer After Failure With Platinum Containing Chemotherapy","['Atezolizumab', 'Docetaxel']"
122,NCT03340376,Prospective Randomized Phase II Trial Comparing Doxorubicin Alone Versus Atezolizumab Alone Versus Doxorubicin and Atezolizumab in Recurrent Cervical Cancer,"['Atezolizumab', 'Doxorubicin']"
123,NCT02323191,"Open-Label, Multicenter, Dose Escalation Phase Ib Study With Expansion Phase to Evaluate the Safety, Pharmacokinetics, and Activity of RO5509554 (Emactuzumab) and MPDL3280A (Atezolizumab) Administered in Combination in Patients With Advanced Solid Tumors","['Atezolizumab', 'Emactuzumab']"
124,NCT03369964,A Phase Ib Study of The Safety and Pharmacology of Atezolizumab in Combination With an Immunotherapy Agent Investigated With or Without Anti-Cd20 Therapy in Patients With Relapsed or Refractory Non-Hodgkin Lymphoma,"['Atezolizumab', 'Emactuzumab', 'Obinutuzumab']"
125,NCT03869190,"A Phase Ib/II, Open-Label, Multicenter, Randomized Umbrella Study Evaluating the Efficacy and Safety of Multiple Immunotherapy-Based Treatments and Combinations in Patients With Urothelial Carcinoma (MORPHEUS-UC)","['Atezolizumab', 'Enfortumab Vedotin', 'Niraparib', 'Magrolimab (Hu5F9-G4)', 'Tiragolumab', 'Sacituzumab Govitecan', 'Tocilizumab', 'Cisplatin', 'Gemcitabine']"
126,NCT03016312,"A Phase III, Multicenter, Randomized Study of Atezolizumab (Anti-PD-L1 Antibody) in Combination With Enzalutamide Versus Enzalutamide Alone in Patients With Metastatic Castration-Resistant Prostate Cancer After Failure of an Androgen Synthesis Inhibitor and Failure of, Ineligibility for, or Refusal of a Taxane Regimen","['Atezolizumab', 'Enzalutamide']"
127,NCT02298153,A Phase 1 Study of Atezolizumab in Combination With Epacadostat in Subjects With Previously Treated Stage IIIB or Stage IV Non-Small Cell Lung Cancer and Previously Treated Stage IV Urothelial Carcinoma (ECHO-110),"['atezolizumab', 'epacadostat']"
128,NCT02471846,"A Phase Ib, Open-Label, Dose-Escalation Study of the Safety and Pharmacology of GDC-0919 Administered With Atezolizumab in Patients With Locally Advanced or Metastatic Solid Tumors","['Atezolizumab', 'GDC-0919']"
129,NCT02825940,"A Phase I, Open-Label Study to Assess the Pharmacokinetics, Efficacy, and Safety of Atezolizumab Administered Intravenously as a Single Agent or in Combination With Chemotherapy in Chinese Patients With Locally Advanced or Metastatic Solid Tumors","['Atezolizumab', 'Gemcitabine', 'Cisplatin']"
130,NCT02892318,A Phase Ib Study Evaluating the Safety and Pharmacology of Atezolizumab (Anti-PD-L1 Antibody) Administered in Combination With Immunomodulatory Agents in Patients With Acute Myeloid Leukemia,"['Atezolizumab', 'Guadecitabine']"
131,NCT03922477,"A Phase Ib, Open-Label Study Evaluating the Safety and Pharmacokinetics of Atezolizumab (Anti-PD-L1 Antibody) Administered in Combination With Hu5F9-G4 to Patients With Relapsed and/or Refractory Acute Myeloid Leukemia","['Atezolizumab', 'Hu5F9-G4']"
132,NCT05498896,"A Randomised, Open-label Phase II Study to Determine the Contribution of Ipatasertib to Neoadjuvant Chemotherapy Plus Atezolizumab in Women With Triple-negative Breast Cancer","['Atezolizumab', 'Ipatasertib', 'Paclitaxel', 'Doxorubicin', 'Cyclophosphamide']"
133,NCT04177108,"A Phase III, Double-blind, Placebo-controlled, Randomized Study Of Ipatasertib in Combination With Atezolizumab and Paclitaxel as a Treatment for Participants With Locally Advanced Unresectable or Metastatic Triple-Negative Breast Cancer.","['Atezolizumab', 'Ipatasertib', 'Paclitaxel', 'Placebo for Atezolizumab', 'Placebo for Ipatasertib']"
134,NCT04770896,"A Phase III, Open-Label, Randomized Study of Atezolizumab With Lenvatinib or Sorafenib Versus Lenvatinib or Sorafenib Alone in Hepatocellular Carcinoma Previously Treated With Atezolizumab and Bevacizumab","['Atezolizumab', 'Lenvatinib', 'Sorafenib']"
135,NCT05091567,"A Phase III, Randomized, Open-Label, Multicenter Study of Lurbinectedin in Combination With Atezolizumab Compared With Atezolizumab as Maintenance Therapy in Participants With Extensive-Stage Small-Cell Lung Cancer (ES-SCLC) Following First-Line Induction Therapy With Carboplatin, Etoposide and Atezolizumab","['Atezolizumab', 'Lurbinectedin', 'Carboplatin', 'Etoposide']"
136,NCT05689671,Atezolizumab/Carboplatin/Nab-Paclitaxel vs. Pembrolizumab/Platinum/Pemetrexed in Metastatic TTF-1 Negative Lung Adenocarcinoma,"['Atezolizumab', 'Nab paclitaxel', 'Carboplatin', 'Pembrolizumab', 'Cisplatin', 'Carboplatin', 'Pemetrexed']"
137,NCT04148911,"An Open-Label, Phase IIIb, Single Arm, Multicenter Safety Study of Atezolizumab (Tecentriq) Plus Nab-Paclitaxel in the Treatment of Unresectable Locally Advanced or Metastatic Triple-Negative Breast Cancer","['Atezolizumab', 'Nab-Paclitaxel']"
138,NCT02220842,A Phase Ib Study of the Safety and Pharmacology of Atezolizumab Administered With Obinutuzumab in Patients With Relapsed/Refractory Follicular Lymphoma or Atezolizumab Administered With Obinutuzumab or Tazemetostat in Patients With Relapsed/Refractory Diffuse Large B-Cell Lymphoma,"['Atezolizumab', 'Obinutuzumab', 'Tazemetostat']"
139,NCT03276468,"A Phase II Trial Evaluating Combination of Atezolizumab, With Venetoclax and Obinutuzumab for Relapsed/Refractory Lymphomas","['Atezolizumab', 'Obinutuzumab', 'Venetoclax']"
140,NCT03498716,"A Phase III, Multicenter, Randomized, Open-Label Study Comparing Atezolizumab (Anti PD-L1 Antibody) in Combination With Adjuvant Anthracycline/Taxane-Based Chemotherapy Versus Chemotherapy Alone in Patients With Operable Triple Negative Breast Cancer","['Atezolizumab', 'Paclitaxel', 'Dose-dense Doxorubicin or dose-dense Epirubicin', 'Cyclophosphamide']"
141,NCT03164993,ALICE: A Randomized Placebo-controlled Phase II Study Evaluating Atezolizumab Combined With Immunogenic Chemotherapy in Patients With Metastatic Triple-negative Breast Cancer,"['Atezolizumab', 'Pegylated liposomal doxorubicin', 'Cyclophosphamide']"
142,NCT03498222,"Phase I Study in Patients With Tumours Requiring Arginine to Assess ADI-PEG 20 With Atezolizumab, Pemetrexed and Carboplatin (ADIAtezoPemCarbo) (iTRAP Study)","['Atezolizumab', 'Pemetrexed', 'Carboplatin', 'ADI PEG20']"
143,NCT05047250,"A Phase III, Randomized Study of Atezolizumab (Anti-PD-L1 Antibody) Compared With Platinum Doublet Chemotherapy for PD-L1 Highly Expressed, Chemotherapy-Naïve Patients With Stage IV Non-Squamous or Squamous Non-Small Cell Lung Cancer","['Atezolizumab', 'Pemetrexed', 'Carboplatin', 'Cisplatin', 'Gemcitabine', 'Paclitaxel']"
144,NCT03452137,"A Phase III, Multicenter, Randomized, Double-Blind, Placebo-Controlled Study of Atezolizumab (Anti-Pd-L1 Antibody) as Adjuvant Therapy After Definitive Local Therapy in Patients With High-Risk Locally Advanced Squamous Cell Carcinoma of the Head and Neck","['Atezolizumab', 'Placebo']"
145,NCT04194203,"A Phase III, Randomized, Double-Blind Study of Bevacizumab, Carboplatin, and Paclitaxel or Pemetrexed With or Without Atezolizumab in Chemotherapy-Naïve Patients With Stage IV Non-Squamous Non-Small Cell Lung Cancer (IMpower151)","['Atezolizumab', 'Placebo', 'Bevacizumab', 'Paclitaxel', 'Pemetrexed', 'Carboplatin']"
146,NCT04611776,"A Phase II, Randomized, Double-Blind, Placebo-Controlled Study Evaluating the Efficacy and Safety of Adjuvant Platinum-Doublet Chemotherapy, With or Without Atezolizumab, in Patients Who Are ctDNA Positive After Complete Surgical Resection of Stage IB to Select IIIB Non-Small Cell Lung Cancer","['Atezolizumab', 'Placebo', 'Carboplatin', 'Cisplatin', 'Pemetrexed', 'Gemcitabine', 'Paclitaxel']"
147,NCT03726879,"A Phase III, Randomized, Double-Blind, Placebo-Controlled Clinical Trial To Evaluate the Efficacy and Safety Of Atezolizumab or Placebo in Combination With Neoadjuvant Doxorubicin + Cyclophosphamide Followed By Paclitaxel + Trastuzumab + Pertuzumab In Early Her2-Positive Breast Cancer","['Atezolizumab', 'Placebo', 'Doxorubicin', 'Cyclophosphamide', 'Paclitaxel', 'Trastuzumab', 'Pertuzumab', 'Trastuzumab Emtansine']"
148,NCT03371017,"A Phase III, Randomised, Double-Blind, Placebo-Controlled, Multicentre Study Of The Efficacy And Safety Of Atezolizumab Plus Chemotherapy For Patients With Early Relapsing Recurrent (Inoperable Locally Advanced Or Metastatic) Triple-Negative Breast Cancer","['Atezolizumab', 'Placebo', 'Gemcitabine', 'Capecitabine', 'Carboplatin']"
149,NCT03603184,Phase III Double-blind Randomized Placebo Controlled Trial of Atezolizumab in Combination With Paclitaxel and Carboplatin in Women With Advanced/Recurrent Endometrial Cancer,"['Atezolizumab', 'Placebos', 'Paclitaxel', 'Carboplatin']"
150,NCT02814669,"A Phase Ib, Open-Label Study of the Safety and Tolerability of Atezolizumab in Combination With Radium-223 Dichloride in Patients With Castrate-Resistant Prostate Cancer Who Have Progressed Following Treatment With an Androgen Pathway Inhibitor","['Atezolizumab', 'Radium-223 Dichloride']"
151,NCT03735121,"A Randomized, Multicenter, Phase Ib/III Study to Investigate the Pharmacokinetics, Efficacy, and Safety of Atezolizumab Subcutaneous Compared With Atezolizumab Intravenous in Patients With Previously Treated Locally Advanced or Metastatic Non-Small Cell Lung Cancer","['Atezolizumab', 'rHuPH20']"
152,NCT03422523,"A Phase II Study of Atezolizumab With Rituximab, Gemcitabine and Oxaliplatin in Patients With Relapsed or Refractory Diffuse Large B-Cell Lymphoma Who Are Not Candidates for High-dose Therapy","['Atezolizumab', 'Rituximab', 'Gemcitabine 1000 mg', 'Oxaliplatin 100 MG']"
153,NCT03292172,"Open Label, Dose Finding and Expansion Phase IB Study to Evaluate the Safety, Pharmacokinetics and Clinical Activity of RO6870810 and Atezolizumab (Pd L1 Antibody) in Pateints With Advanced Ovarian Cancer or Triple Negative Breast Cancer","['Atezolizumab', 'RO6870810']"
154,NCT02650713,"An Open-Label, Multicenter, Dose Escalation and Expansion Phase Ib Study to Evaluate the Safety, Pharmacokinetics, and Therapeutic Activity of RO6958688 in Combination With Atezolizumab in Patients With Locally Advanced and/or Metastatic CEA-Positive Solid Tumors","['Atezolizumab', 'RO6958688']"
155,NCT04267237,"A Phase II, Open-label, Multicenter, Randomized Study of the Efficacy and Safety of RO7198457 in Combination With Atezolizumab Versus Atezolizumab Alone Following Adjuvant Platinum-doublet Chemotherapy in Patients Who Are ctDNA Positive After Surgical Resection of Stage II-III Non-small Cell Lung Cancer","['Atezolizumab', 'RO7198457']"
156,NCT05645692,"A Phase II, Randomized, Multicenter, Open-Label, Controlled Study of RO7247669 Alone or in Combination With Tiragolumab Versus Atezolizumab in Patients With Previously Untreated Locally Advanced or Metastatic Urothelial Cancer Who Are Ineligible for Platinum-Containing Chemotherapy","['Atezolizumab', 'RO7247669', 'Tiragolumab']"
157,NCT03101280,A Phase IB Combination Study of Rucaparib (CO-338) and Atezolizumab (MPDL3280A) in Participants With Advanced Gynecologic Cancers and Triple-Negative Breast Cancer,"['Atezolizumab', 'Rucaparib']"
158,NCT02304393,"An Open-Label, Multicenter, Dose-Escalation Phase IB Study to Investigate the Safety, Pharmacokinetics, Pharmacodynamics, and Therapeutic Activity of Selicrelumab (CD40 Agonist) in Combination With Atezolizumab (Anti PD-L1) in Patients With Locally Advanced and/or Metastatic Solid Tumors","['Atezolizumab', 'Selicrelumab']"
159,NCT04832854,"A Phase II, Open-Label, Multicenter Study Evaluating the Safety and Efficacy of Neoadjuvant and Adjuvant Tiragolumab Plus Atezolizumab, With or Without Platinum-Based Chemotherapy, in Patients With Previously Untreated Locally Advanced Resectable Stage II, IIIA, or Select IIIB Non-Small Cell Lung Cancer","['Atezolizumab', 'Tiragolumab', 'Carboplatin', 'Cisplatin', 'Pemetrexed', 'Gemcitabine', 'Paclitaxel']"
160,NCT02794571,"A Phase Ia/Ib Open-Label, Dose-Escalation Study of the Safety and Pharmacokinetics of Tiragolumab as a Single Agent and in Combination With Atezolizumab and/or Other Anti-Cancer Therapies in Patients With Locally Advanced or Metastatic Tumors","['Atezolizumab', 'Tiragolumab', 'Carboplatin', 'Cisplatin', 'Pemetrexed', 'Paclitaxel', 'Etoposide', 'Capecitabine', 'Bevacizumab', 'Pembrolizumab']"
161,NCT05459129,"A Phase Ib/II, Open-Label, Multicenter, Randomized Umbrella Study Evaluating The Efficacy and Safety of Multiple Treatment Combinations in Patients With Locally Advanced Squamous Cell Carcinoma of the Head and Neck (Morpheus-Head and Neck Cancer)","['Atezolizumab', 'Tiragolumab', 'Carboplatin', 'Paclitaxel']"
162,NCT04513925,"A Phase III, Open-Label, Randomized Study of Atezolizumab and Tiragolumab Compared With Durvalumab in Patients With Locally Advanced, Unresectable Stage III Non-Small Cell Lung Cancer Who Have Not Progressed After Concurrent Platinum-Based Chemoradiation","['Atezolizumab', 'Tiragolumab', 'Durvalumab']"
163,NCT04294810,"A Phase III, Randomized, Double-Blinded, Placebo-Controlled Study of Tiragolumab, an Anti-Tigit Antibody, in Combination With Atezolizumab Compared With Placebo in Combination With Atezolizumab in Patients With Previously Untreated Locally Advanced Unresectable or Metastatic PD-L1-Selected Non-Small Cell Lung Cancer","['Atezolizumab', 'Tiragolumab', 'Matching Placebo']"
164,NCT04933227,"A Phase II, Single-Arm Study to Explore the Efficacy and Safety of Atezolizumab Plus Tiragolumab and Chemotherapy in 1st Line HER2 Negative Unresectable, Recurrent or Metastatic Gastric Cancer or Adenocarcinoma of Gastroesophageal Junction (GEJ)","['Atezolizumab', 'Tiragolumab', 'Oxaliplatin', 'Capecitabine']"
165,NCT04540211,"A Phase III, Randomized, Double-Blind, Placebo-Controlled Study of Atezolizumab Plus Tiragolumab in Combination With Paclitaxel and Cisplatin Compared With Paclitaxel and Cisplatin as First-Line Treatment in Patients With Unresectable Locally Advanced, Unresectable Recurrent, or Metastatic Esophageal Squamous Cell Carcinoma","['Atezolizumab', 'Tiragolumab', 'Paclitaxel', 'Cisplatin', 'Atezolizumab Matching Placebo', 'Tiragolumab Matching Placebo']"
166,NCT04665843,"A Phase II, Randomized, Double Blind Study of Atezolizumab Plus Tiragolumab and Atezolizumab Plus Placebo as First-Line Treatment in Patients With Recurrent/Metastatic PD-L1 Positive Squamous Cell Carcinoma of the Head and Neck","['Atezolizumab', 'Tiragolumab', 'Placebo']"
167,NCT03563716,"A Phase II, Randomized, Blinded, Placebo-Controlled Study of Tiragolumab, An Anti-TIGIT Antibody, In Combination With Atezolizumab In Chemotherapy-Naïve Patients With Locally Advanced Or Metastatic Non-Small Cell Lung Cancer","['Atezolizumab', 'Tiragolumab', 'Placebo']"
168,NCT04308785,"A Multicenter, Double-Blind, Placebo-Controlled, Randomized, Phase 2 Study to Investigate the Efficacy and Safety of Atezolizumab With or Without Tiragolumab as Consolidation Therapy in Patients With Limited Stage Small Cell Lung Cancer Who Have Not Progressed After Chemoradiotherapy","['Atezolizumab', 'Tiragolumab']"
169,NCT04873362,"A Phase III, Randomized, Double-Blind, Placebo-Controlled Clinical Trial to Evaluate the Efficacy and Safety of Adjuvant Atezolizumab or Placebo and Trastuzumab Emtansine for HER2-Positive Breast Cancer at High Risk of Recurrence Following Preoperative Therapy","['Atezolizumab', 'Trastuzumab Emtansine', 'Placebo', 'Trastuzumab']"
170,NCT02924883,"A Randomized, Multicenter, Double-Blind, Placebo-Controlled Phase II Study of the Efficacy and Safety of Trastuzumab Emtansine in Combination With Atezolizumab or Atezolizumab-Placebo in Patients With HER2-Positive Locally Advanced or Metastatic Breast Cancer Who Have Received Prior Trastuzumab and Taxane Based Therapy","['Atezolizumab', 'Trastuzumab emtansine']"
171,NCT04661150,"A Phase II, Randomized Study of Atezolizumab (Anti-PD-L1 Antibody) and Trastuzumab in Combination With Capecitabine and Oxaliplatin (Xelox) in Patients With HER2 Positive Locally Advanced Resectable Gastric Cancer of Adenocarcinoma of Gastroesophageal Junction (GEJ)","['Atezolizumab', 'Trastuzumab', 'Capecitabine', 'Oxaliplatin']"
172,NCT03801304,Open Label Phase II Trial to Evaluate Safety and Efficacy of Vinorelbine With Metronomic Administration in Combination With Atezolizumab as Second-line Treatment for Patients With Stage IV Non-small Cell Lung Cancer,"['Atezolizumab', 'Vinorelbine']"
173,NCT04660344,"A Phase III, Double-Blind, Multicenter, Randomized Study of Atezolizumab (Anti-PDL1 Antibody) Versus Placebo as Adjuvant Therapy in Patients With High-Risk Muscle-Invasive Bladder Cancer Who Are ctDNA Positive Following Cystectomy",['Atezolizumab']
174,NCT03024996,"A Phase III, Multicenter, Randomized, Placebo-Controlled, Double-Blind Study of Atezolizumab (Anti-PD-L1 Antibody) as Adjuvant Therapy in Patients With Renal Cell Carcinoma at High Risk of Developing Metastasis Following Nephrectomy",['Atezolizumab']
175,NCT03548428,"Randomized Phase II, 2-arm Study of Immunomodulation With Atezolizumab Concomitant With High Dose Radiation (SBRT) Versus SBRT Alone in Patients With Oligometastatic Sarcomas",['Atezolizumab']
176,NCT03289962,"A Phase 1a/1b Open-Label, Dose-Escalation Study of the Safety and Pharmacokinetics of RO7198457 as a Single Agent and in Combination With Atezolizumab in Patients With Locally Advanced or Metastatic Tumors","['Autogene cevumeran', 'Atezolizumab']"
177,NCT03799835,"An Open Label, Randomized, Phase III Trial, Evaluating Efficacy of Atezolizumab in Addition to One Year BCG (Bacillus CaLmette-Guerin) Bladder Instillation in BCG-naive Patients With High-risk Non-muscle Invasive Bladder cANcer","['BCG', 'Atezolizumab']"
178,NCT03353831,Atezolizumab in Combination With Bevacizumab and Chemotherapy Versus Bevacizumab and Chemotherapy in Recurrent Ovarian Cancer - a Randomized Phase III Trial,"['Bevacizumab', 'Atezolizumab', 'Chemotherapy', 'Placebos']"
179,NCT03721653,Randomized Phase II Study of FOLFOXIRI Plus Bevacizumab Plus Atezolizumab Versus FOLFOXIRI Plus Bevacizumab as First-line Treatment of Unresectable Metastatic Colorectal Cancer Patients.,"['Bevacizumab', 'Irinotecan', 'Oxaliplatin', 'L-Leucovorin', '5-fluorouracil', 'Atezolizumab']"
180,NCT04158258,"A STUDY TO OBSERVE PATIENTS CHARACTERISTICS, TREATMENT PATTERNS AND OUTCOMES IN PATIENTS WITH NEWLY DIAGNOSED BREAST CANCER IN LATIN AMERICA","['Bevacizumab', 'Trastuzumab', 'Ado-trastuzumab emtamsine', 'Pertuzumab', 'Atezolizumab', 'Capecitabine']"
181,NCT03154827,"A Phase Ib/II, Multicenter, Single Arm, Open-Label Study, To Evaluate the Safety, Tolerability and Efficacy of the BL-8040 and Atezolizumab Combination for Maintenance Treatment in Subjects With Acute Myeloid Leukemia Who Are 60 Years or Older - The BATTLE Study","['BL-8040', 'Atezolizumab']"
182,NCT04793399,"Multicenter, Open-label, Phase Ib/II Trial to Evaluate Safety and Efficacy for the Combination of Bosutinib Plus Atezolizumab in Newly Diagnosed Chronic Myeloid Leukemia Patients","['Bosutinib 400 MG Monotherapy', 'Bosutinib 400 MG + Atezolizumab 840 MG in 14 ML Injection']"
183,NCT02500407,"An Open-Label, Multicenter, Phase I/II Trial Evaluating the Safety, Efficacy, and Pharmacokinetics of Escalating Doses of Mosunetuzumab (BTCT4465A) as a Single Agent and Combined With Atezolizumab in Patients With Relapsed or Refractory B-Cell Non-Hodgkin's Lymphoma and Chronic Lymphocytic Leukemia","['BTCT4465A (Mosunetuzumab) IV', 'Atezolizumab', 'BTCT4465A (Mosunetuzumab) SC']"
184,NCT05007613,A Single-arm Phase II Study of Cabozantinib and Atezolizumab in Patients With Recurrent or Metastatic Esophageal Squamous Cell Carcinoma Who Failed a Platinum-based Chemotherapy,"['Cabozantinib 40 MG', 'Atezolizumab Injection']"
